,index,Unnamed: 0,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
3249,3572,22,,Honoré Daumier,Ils ont beau m'avoir dit que leurs fusils n'étaient chargés qu'avec du petit plomb... (In spite of all their assertions that their guns are only loaded with small shots...),1855,Print,2002.3.249
3250,3573,23,,Honoré Daumier,"Un monsieur en bonne fortune, aux Champs-Élysées (A well to do gentleman on the Champs-Élysées)",1855,Print,2002.3.250
3251,3574,24,,Honoré Daumier,"Adélaïde..... ma bonne..... fais donc attention... (Adelaïde, my dear, pay attention... )",1855,Print,2002.3.251
3252,3575,25,,Honoré Daumier,Le tourniquet (The turnstile),1855,Print,2002.3.252
3253,3576,26,,Honoré Daumier,Auras-tu bientôt fini de regarder ces châles?... (Will you finally finish looking at these shawls?...),1855,Print,2002.3.253
3254,3577,27,,Honoré Daumier,"Tiens, ce n'est rien que des peintures !... (Look, there is nothing but paintings!...)",1855,Print,2002.3.254
3255,3578,28,,Honoré Daumier,Août 1855 (August 1855),1855,Print,2002.3.255
3256,3579,29,,Honoré Daumier,"Ah! bourgeois..... que trois francs pour une course, vous n'êtes guère généreux!...... (Ah, bourgeois... only three francs for this trip... you are not very generous!)",1855,Print,2002.3.256
3257,3580,30,,Honoré Daumier,Ils vont un train d'enfer avec leur chaudière du diable.... (They are taking a train to hell with their devil's heater...),1855,Print,2002.3.257
3258,3581,31,,Honoré Daumier,Voyageurs de troisième classe - complètement gelés (Travellers in third class - frozen stiff),1855,Print,2002.3.258
3259,3582,32,,Honoré Daumier,Les Boursicotières (Ladies from the Stock Exchange),1856,Print,2002.3.259
3260,3583,33,,Honoré Daumier,Les Boursicotières (Ladies from the Stock Exchange),1856,Print,2002.3.260
3261,3584,34,,Honoré Daumier,"Un animal rempli de modestie et se fesant prier pour accepter l'honneur d'être transformé en viande de 1re catégorie (An animal of modest character, hesitant to accept the honour of being transformed into prime meat)",1856,Print,2002.3.261
3262,3585,35,,Honoré Daumier,"Quinze centimes un bain complet..... parole, c'est pas payé!... (Just 15 cents for a full bath.... what a deal!)",1856,Print,2002.3.262
3263,3586,36,,Honoré Daumier,"Le mauvais côté des nouveaux omnibus (An unpleasant aspect of the new type of omnibus), plate 13 from the series Croquis Parisiens",1856,Print,2002.3.263
3264,3587,37,,Honoré Daumier,"Votre maison me fait l'effet de devoir être d'un bon produit. (It seems to me that your house is well built.), plate 7 from the series Locataires et Propriétaires",1856,Print,2002.3.264
3265,3588,38,,Honoré Daumier,"Dites donc, monsieur Beaufumé, savez-vous que vous êtes furieusement bien conservé pour votre âge!... (You know, Monsieur Beaufumé, actually you have kept damned well considering your age...), plate 36 from the series Croquis D'Été",1858,Print,2002.3.265
3266,3589,39,,Honoré Daumier,"Pour s'habituer à attendre le lion de pied ferme. (Exercise to get used to looking at a lion without moving.), plate 6 from the series Émotions de Chasse",1857,Print,2002.3.266
3267,3590,40,,Honoré Daumier,"Une reine se préparant à une grande tirade. (A queen prepares herself for a big monologue.), plate 1 from the series Croquis Dramatiques",1856,Print,2002.3.267
3268,3591,41,,Honoré Daumier,"Mossieu le directeur. (Mister the director.), plate 3 from the series Croquis Dramatiques",1856,Print,2002.3.268
3269,3592,42,,Honoré Daumier,"Le régisseur (The director), plate 5 from the series Croquis Dramatiques",1856,Print,2002.3.269
3270,3593,43,,Honoré Daumier,"Faisant son apprentissage au tourniquet de la Bourse, pour être cantonnier d'un chemin de fer russe...... (Completing his apprenticeship at the turnstile of the stock exchange in order to be a mender with the Russian railroad), plate 28 from the series Croquis Parisiens",1857,Print,2002.3.270
3271,3594,44,,Honoré Daumier,"Père de famille, inspirant de bonne heure à ses enfants, l'admiration et le respect des belles choses… (A family man inspiring his children at an early age to respect and admire the fine things in life...), plate 32 from the series Croquis Parisiens",1857,Print,2002.3.271
3272,3595,45,,Honoré Daumier,"Eh! bien, voisin, . . . . . pourquoi avez-vous poussé un si grand cri . . . . (Well, neighbour,…. why have you let out such a great cry…), plate 3 from the series La Comête de 1857",1857,Print,2002.3.272
3273,3596,46,,Honoré Daumier,"La voyez-vous, la comète?.... là-haut..... au bout de mon doigt....... ne perdez pas de vue mon doigt!.... (Can you see the comet?..... just there..... at the tip of my finger ..... don't lose sight of my finger!.... ), plate 5 from the series La Comête de 1857",1857,Print,2002.3.273
3274,3597,47,,Honoré Daumier,"L'astronome allemand lâchant un fameux canard (The German astronomer releasing a famous rumor), plate 6 from the series La Comête de 1857",1857,Print,2002.3.274
3275,3598,48,,Honoré Daumier,"Les Planètes étant elles-mêmes dans l'attente de la fameuse comête. (The planets themselves are waiting for the famous comet.), plate 9 from the series La Comête de 1857",1857,Print,2002.3.275
3276,3599,49,,Honoré Daumier,"Parisiens prenant déjà leurs précautions pour ne pas être rôtis par la comète. (Parisians already taking their precautions to avoid being roasted by the comet.), plate 410 from the series Actualitiés",1857,Print,2002.3.276
3277,3600,0,,Honoré Daumier,"Parisiens prenant déjà leurs précautions pour ne pas être rôtis par la comète. (Parisians already taking their precautions to avoid being roasted by the comet.), plate 410 from the series Actualitiés",1857,Print,2002.3.277
3278,3601,1,,Honoré Daumier,"Les Parisiens en vendanges. (Parisians at grape harvest.), plate 442 from the series Actualitiés",1857,Print,2002.3.278
3279,3602,2,,Honoré Daumier,"N'entrons pas dans ce restaurant, on y mange des crevettes !... (Let's not eat at this restaurant, they serve shrimp here!...), plate 449 from the series Actualitiés",1857,Print,2002.3.279
3280,3603,3,,Honoré Daumier,"À l'odéon. (At the Odeon Theater.), plate 456 from the series Actualitiés",1857,Print,2002.3.280
3281,3604,4,,Honoré Daumier,"Paris grippé. (Paris hit by the flu.), plate 480 from the series Actualitiés",1858,Print,2002.3.281
3282,3605,5,,Honoré Daumier,"Comment,... c'est -t'y Dieu possible! ..... on aura bientôt l 'bœuf pour pas grand-chose et l'veau pardessus l'marché!.....(Oh,… God, is it possible! .... soon we are going to have cheap beef and the veal will be at market price!.....), plate 471 from the series Actualitiés",1857,Print,2002.3.282
3283,3606,6,,Honoré Daumier,"Ah! madame.... vous venez de nous jouer Marivaux comme jamais on ne l'avait joué... (Ah! Madame,..... you have played Marivaux as it has never been played...), plate 10 from the series Les Comédiens de Société",1858,Print,2002.3.283
3284,3607,7,,Honoré Daumier,"Dites-donc....., quelle chance que nous ne soyons pas savants....... (Say....., what luck that we are not scientists....... ), plate 8 from the series La Société d'Acclimatation",1858,Print,2002.3.284
3285,3608,8,,Honoré Daumier,"Article 27 du réglement (Article 27 of the house rules), plate 2 from the series Les Portiers de Paris",1858,Print,2002.3.285
3286,3609,9,,Honoré Daumier,"Si vous n'êtes pas noble, c'est inutile que je vous montre cet appartement je ne loue qu'à des personnes titrées. (If you are not of nobility, it's of no use that I show you the apartment. I only rent out to noble people.), plate 4 from the series Les Portiers de Paris",1858,Print,2002.3.286
3287,3610,10,,Honoré Daumier,"Les fourchettes Chinoises (Chinese Forks), plate 7 from the series En Chine",1858,Print,2002.3.287
3288,3611,11,,Honoré Daumier,"Patrouille chinoise, guerriers ayant pris trop à la lettre la consigne qu'on leur a donnée d'éclairer la marche de l'ennemi… (A patrol of Chinese soldiers having taken too literally their orders to cast light on the path of their enemy...... ), plate 8 from the series En Chine",1859,Print,2002.3.288
3289,3612,12,,Honoré Daumier,"Fonctionnaires chinois veillant au salut de l'empire!... (Chinese civil servants overseeing the welfare of the empire!... ), plate 123 from the series Actualitiés",1859,Print,2002.3.289
3290,3613,13,,Honoré Daumier,"Le peintre qui a eu un tableau refusé. (The artist whose painting has been rejected by the jury.), plate 8 from the series Exposition de 1859",1859,Print,2002.3.290
3291,3614,14,,Honoré Daumier,"Cristi..... v'là-t-y un bœuf qui est bien fait!....... (My... there's an attractive bull!... ), plate 10 from the series Exposition de 1859",1859,Print,2002.3.291
3292,3615,15,,Honoré Daumier,"Un rôle désagréable à jouer en ce moment sur un théâtre, et particulièrement en Piémont… (An unfortunate role to play in the theater at this moment, especially in Piedmont... ), plate 54 from the series Actualitiés",1859,Print,2002.3.292
3293,3616,16,,Honoré Daumier,"Tiens, Adélaïde...., j'ai voulu te faire une surprise...... (Look, Adélaïde......, I wanted to surprise you......), plate 99 from the series Actualitiés",1859,Print,2002.3.293
3294,3617,17,,Honoré Daumier,"Ils appellent ça un grain!… (They call this a squall!...... ), plate 7 from the series Aux Bains de Mer",1859,Print,2002.3.294
3295,3618,18,,Honoré Daumier,"Une position difficile. (A difficult position.), plate 52 from the series Les Bons Bourgeois",1859,Print,2002.3.295
3296,3619,19,,Honoré Daumier,"Ah! Théophile..., j'en apprends de belles sur ton compte.... (Ah, Théophile, what ghastly things I am reading about you...), plate 1 from the series Ces Bons Parisiens",1860,Print,2002.3.296
3297,3620,20,,Honoré Daumier,Le Dimanche au Jardin des Plantes. (A Sunday in the botanical gardens.),1862,Print,2002.3.297
3298,3621,21,,Honoré Daumier,Le nouveau Paris (The new Paris),1862,Print,2002.3.298
3299,3622,22,,Honoré Daumier,Nadar élevant la photographie à la hauteur de l'art. (Nadar elevating Photography to the height of Art.),1862,Print,2002.3.299
3300,3623,23,,Honoré Daumier,A. Carrier-Belleuse,1863,Print,2002.3.300
3301,3624,24,,Honoré Daumier,"Monsieur, ils ne sont que cinq… (Sir, there are only five people…), plate 1 from the series Croquis Pris Au Théatre par Daumier",1864,Print,2002.3.301
3302,3625,25,,Honoré Daumier,"En chemin de fer (On the train), plate 2 from the series Les Moments Difficiles de la Vie",1864,Print,2002.3.302
3303,3626,26,,Honoré Daumier,"Ah! mon cher monsieur, vous m'avez fait passer une soirée bien agréable… (Ah! my dear sir, you have made my evening a very pleasant one...), plate 1 from the series Croquis Dramatiques par Daumier",1864,Print,2002.3.303
3304,3627,27,,Honoré Daumier,"Un philosophe (A philosopher), plate 2 from the series Types et Physionomies par Daumier",1864,Print,2002.3.304
3305,3628,28,,Honoré Daumier,"Les trains de plaisir (Pleasure trains), plate 1 from the series Croquis par H.Daumier",1864,Print,2002.3.305
3306,3629,29,,Honoré Daumier,"Seul moyen de faire avec sécurité un voyage d'agrément. (The only safe way to take a pleasure trip.), plate 6 from the series En Chemin de Fer",1864,Print,2002.3.306
3307,3630,30,,Honoré Daumier,"Où allez-vous donc? Le lièvre n'est pas par là! (But where are you going? The hare is not in that direction!), plate 5 from the series Croquis de Chasse par Daumier",1864,Print,2002.3.307
3308,3631,31,,Honoré Daumier,"Voyons ... il est déjà trois heures et demi et pas encore levé!... (I don't believe it… it's already three thirty and he's still in bed!...), from the series Croquis de Chasse, par H. Daumier",1864,Print,2002.3.308
3309,3632,32,,Honoré Daumier,"Voyons, voyons... pas tant d'empressement (Come on, come on… not so eagerly...), from the series Croquis Parisiens, par H. Daumier",1865,Print,2002.3.309
3310,3633,33,,Honoré Daumier,"Un jour de verglas (An icy day), from the series Paris L'Hiver, par H. Daumier",1865,Print,2002.3.310
3311,3634,34,,Honoré Daumier,Four plates from the series La Fête du Village Voisin (Festivities in the Neighbor Village),1865,Print,2002.3.311
3312,3635,35,,Honoré Daumier,"Le garde du commerce (The guard of commerce), plate 4 from the series Croquis Parisiens par Daumier",1865,Print,2002.3.312
3313,3636,36,,Honoré Daumier,"Nouvelle charcuterie Parisienne (New Parisian butcher shop), plate 1 from the series Croquis du Jour par Daumier",1865,Print,2002.3.313
3314,3637,37,,Honoré Daumier,"Cette année encore des Vénus.... (Still more Venuses this year….), plate 2 from the series Croquis Pris au Salon par Daumier",1865,Print,2002.3.314
3315,3638,38,,Honoré Daumier,"Je voudrais bien savoir quel est le farceur qui a dit le premier que l'homme était le roi de la création. (I would like to know who is the joker who first said that man was the crowning glory of creation.), plate 3 from the series Croquis D'Été",1865,Print,2002.3.315
3316,3639,39,,Honoré Daumier,"Une plaisanterie dont ne se lasse jamais...celui qui la fait. (A joke that never tires...the one doing it. ), plate 4 from the series Croquis D'Été",1865,Print,2002.3.316
3317,3640,40,,Honoré Daumier,"La recherche de la maison de campagne (The search for a house in the country), plate 1 from the series Parisienneries",1866,Print,2002.3.317
3318,3641,41,,Honoré Daumier,"Décidément je lui ressemble! (Definitely, I resemble him!), plate 29 from the series Actualitiés",1866,Print,2002.3.318
3319,3642,42,,Honoré Daumier,"Commençant à s'intéresser à la lecture des journaux. (Beginning to take an interest in reading the newspapers.), plate 137 from the series Actualitiés",1866,Print,2002.3.319
3320,3643,43,,Honoré Daumier,"En chemin de fer (On the Train), plate 141 from the series Actualitiés",1866,Print,2002.3.320
3321,3644,44,,Honoré Daumier,"Voici, un monsieur qui vient pêcher tous les jours ici, depuis le matin jusqu’au soir … (Here is a gentleman who comes to fish here every day from morning till evening.), plate 197 from the series Actualitiés",1866,Print,2002.3.321
3322,3645,45,,Honoré Daumier,"Galilée très-surpris du nouvel aspect qu'offre la surface de la terre. (Galileo, amazed at the new aspect of the earth's surface.), plate 25 from the series Actualitiés",1867,Print,2002.3.322
3323,3646,46,,Honoré Daumier,"Vous trouvez le printemps trop froid cette année, vous le trouverez peut être trop chaud l'année prochaine. (You find spring too cold this year... next year you will perhaps find it too hot.), plate 47 from the series Actualitiés",1867,Print,2002.3.323
3324,3647,47,,Honoré Daumier,"En ballon captif. (The captive balloon), plate 240 from the series Actualitiés",1867,Print,2002.3.324
3325,3648,48,,Honoré Daumier,"Le Charivari, plate 251 from the series Actualitiés",1867,Print,2002.3.325
3326,3649,49,,Honoré Daumier,"L'Arbre de Noël des Grands Enfants. (A Christmas tree for big children.), plate 280 from the series Actualitiés",1867,Print,2002.3.326
3327,3650,0,,Honoré Daumier,"Réception académique. (Academic reception), plate 97 from the series Actualitiés",1868,Print,2002.3.327
